Code,Q,interviewer,interviewee
p44,6,Interviewer: Excellent  well thank you again for coming.,Interviewee: Thank you very much for uhh talking to me.
p45,2,Interviewer: I'm well  Thanks for coming. So please tell me about yourself?,Interviewee: Good  How are you doing?
p45,2,Interviewer: Mhmm,Interviewee: Uhh  So my name is Skylar Shieto  I'm a junior currently here at MIT. I'm studying course 18 mathematics  uhmm  currently enjoying it alot  uhmm  classes I'm currently taking not so much.
p45,2,Interviewer: That's good.,Interviewee: Uhmm  I don't know  Is there anything in particular you want to know?
p45,2,Interviewer: Thanks. So  I'm gonna ask you some questions I'd like to ask.,Interviewee: Ok. 
p45,3,Interviewer: So  tell me about a time when you demonstrated leadership.,Interviewee: Uhmm  ok  so I was over at Ip I did book reports.
p45,3,Interviewer: Mhmm,Interviewee: Uhmm  I kind of assumed like a project mangerish role  particularly because I wasn't really familiar with Python too much  which is the coding language that they used to test.
p45,3,Interviewer: Mhmm,Interviewee: Uhmm  so I assumed more of a director kind of doing the math for it and kind of instructing people to do the mathematical thinking for that kind of thing.
p45,4,Interviewer: uh-huh  excellent. So tell me about a time that you were working in a team and were faced with a challenge. How did you go about solving the problem?,Interviewee: Uhmm  Let me see  I usually take this particular example. One of the tough things is you having to explain things that are sort of  something that is very familiar to you to someone who doesn't have familiarity with that and  especially in a really short time. Uhh  can be extremely difficult. Uhmm  It's how to deal with that. Uhh  sort of just by giving a crash course  uhm  kind of asking other friends to also help  so it's uhmm  kind of give some information and ask for feedback  that sort of thing.
p45,5,Interviewer: Excellent. uhm  so uhh  tell me about one of your weaknesses  and what you're doing to overcome it.,Interviewee: ok  uhh  let's see  one of my weaknesses uhhm  technical writing  uhmm  and what I'm doing to overcome that. Actually not very much  I'm taking a math writing class.
p45,5,Interviewer: Ah  interesting.,Interviewee: Uh  so that's been really helpful. It's in a subject that I really enjoy   and I actually have a paper due this Friday so hopefully I show so improvement and that would help.
p45,6,Interviewer: Mhmm  so now thinking of a job that you'd like to have  you got one in mind?,Interviewee: Uhmm  not particularly. Sorry.
p45,6,Interviewer: No? Well just think of something. Why do you think we should hire you?,Interviewee: Uhmm  soo  I would like a job which is sort of very open  uhmm  sort of open in a sense that it's open to new ideas  open to uhmm  the ability to uh  work on different stuff. Sort of like whatever you want. Uhm  Also  in like a sense that you can go in and wear whatever you want you don't have to wear a suit and tie everyday  uhm  yeah.
p45,6,Interviewer: So are you thinking of being a mathematician. (laughs),Interviewee: uh  wouldn't be too bad. (laughs)
p45,6,Interviewer: Fair enough  well cool. ,Interviewee: I think this is also the sort of place where I can do things that are in my interest  uhmm  like statistics or computer science.Those sort of things.
p45,6,Interviewer: Ah  excellent. Well thanks for coming in today.,
p47,1,Interviewer:  How are you,Interviewee:  I'm doing well
p47,2,Interviewer:  Excellent.  So  uh  please tell me about yourself.,Interviewee:  Uh  I'm a student  I study computer science.  Uh  I'm in my last year so when I graduate in May I'm going to be working on computer science stuff
p47,3,Interviewer:  Mhm.  Now I'm going to ask you a series of questions  um  starting out with tell me a time where you demonstrate leadership,Interviewee:  I demonstrate leadership on the track team  I was senior pole vaulter on the team so uh right now were doing uh the conditioning and stuff like that and all through the preseason a lot freshmen come and its important to get them up to speed so the uh  seniors on the team myself included uh   lead them though the workouts and stuff like that and its important to be able to...to stand up and let them know how the tradition is and stuff like that.
p47,4,Interviewer:  Tell me a time where you were working on a team and you were faced with a challenge.  How did you end up solving the problem,Interviewee:  Hm... in my living group we uh we had a problem that the rent was getting too expensive because we didn’t have quite enough people living there but we still had a set amount of rent we had to pay as a group.  So the prices were going up to the point that people had to get kicked out.  So that was pretty rough  but this happened like a year ago.  So like one of my close friends was like I cant afford these prices  like there's just no way. And like then it dominoes  which was a huge problem.  
p47,4,Interviewer:  Hm,Interviewee:  And a lot of people suggested a lot of different...a lot of different solutions.  Most of them were like motivated from anger.
p47,4,Interviewer:  Hm,Interviewee:  So uh  some people were like everybody who moves out should have to pay and other people were like oh no if I'm if not living there I shouldn’t have to do anything so  so it was like pretty contentious.
p47,4,Interviewer:  mm,Interviewee:  But  but we worked it out to a... it was like a variation of a plan that I suggested which was that we would uh  we would change the rent based on room size and how many people were living in the room.  So we'd allow people to have more space themselves and pay more  but people who would have otherwise been forced out could uh  could have other people crammed into a room and saved a lot of money.  So  so we kept some of the people we kicked out.
p47,4,Interviewer:  Oh good.,Interviewee:  Yeah but it was pretty rough to get that motion passed.
p47,5,Interviewer:  Mhm  so uh  can you tell me one of your weaknesses and what you are doing to improve upon it.  ,Interviewee:  Uh  I'm the opposite of type A so I can be pretty disorganized.  My lab notebooks like a lot of the time I make a lot of scribbles in at and when I write code the documentation like tends to be on the shaky side.  Um  so  so  it makes it kinda hard for other people to follow when doing ?  I never really thought it was a problem though until the most recent project that I've been on that I had to leave  uh  the project for a short amount of time and my partner like picked up where I left off and had no idea what was going on and I was like this is actually a problem the teachers like don't just tell you to document just to aggravate you.  So  I worked uh  so like since then like I've been working on like documenting what I do just like more diligently but also to check back up on it.  So that like there’s some kind of like review before like I show other people or before I let it out to a point that other people might rely on it.  So just to like read my documentation that and which I've never done before until this most recent project had that problem
p47,5,Interviewer:  Well that's always a good practice.  ,Interviewee:  Yeah
p47,6,Interviewer:  So now  thinking about a job that you’d like to have  do you have one in mind?,Interviewee:  Sure  yeah
p47,6,Interviewer:  So now  why should we hire you?,Interviewee:  Mostly because uh  results.  I'm  I just like get things done.  And there’s a like  there's a lot of things I know how to do  especially the job I'm thinking of is like a programming job like a startup.  My background  my degree is actually nuclear engineering.  SO  so like I don't have like the background the internships the stuff like that.  A lot of the coding interview questions they tend to ask I don't know  which is pretty rough  but uh I  I think that I would be  I should be hired because I would be resourceful and I'd do what it takes to get things done which is like working longer  being more resourceful  and stuff like that.  So like  I   I feel like I could get more results then somebody who has the same  or somebody who has a better background
p47,6,Interviewer:  Ah  excellent.  Well thanks for coming today.,
p48,2,Interviewer: So  please tell me about yourself.,Interviewee: So my name is Fernando Iber  I am a junior here  I come from Puerto Rico  and I am currently studying biological engineering. Uh  I’m considering doing pre-medicine  maybe going into either an MD  and  let’s say  apply to some schools as an MD  or go into an MD-PHD program. Um  my main interest is basically oncology  but  like  I  over the past few years I’m doing a couple of research programs  I did an internship  and it basically  like  gave me a view that I could tackle that problem in a lot of ways. So not just being a clinician  but being a researcher  a medical researcher.
p48,2,Interviewer: Oh  yes.,Interviewee: So that’s how I got interested into the whole MD-PHD thing  and  like  I’ve gotten a hold of some programs that I viewed  and there’s a lot out there. I couldn’t have imagined that if I stayed home. It’s amazing what people do here. 
p48,3,Interviewer: Most definitely. So can you tell me about a time when you demonstrated leadership?,Interviewee: So I’m  I’m pretty involved in  in campus groups. Uh  I was the first founder of  of their restructuring of Beta Theta Pi  so I’m currently  you would say  chapter president. Uh  so I’m leading the whole  the whole cavalry of recruitment right here on campus  and we’re getting a lot of results. Um  I’m also in the Board of Puerto Rican students  I serve as social chair  and I am also pretty involved in dorm government  especially rec-CBW planning  so I just like to get around. So any  anything that gives me that type of opportunity to just explore  any guise is all pretty good for me. Uh  I was also considering something for soccer  uh  in terms of being team treasurer  but unfortunately I had a bit of an accident with my leg  so I got out of soccer. 
p48,4,Interviewer: Sorry to hear that. So  can you tell me about a time when you were working on a team  and you faced a challenge  how did you solve the problem?,Interviewee: So  I actually have a really humbling experience. Last semester I took a class about mechanics. A lot of people in that class were juniors and I was a sophomore. So everybody there was much more experienced than me  so I was the only sophomore in my group  there were two ones that were juniors  and it was the final project. And when we sat down and started talking about things to do  I basically had almost no knowledge of the things they were planning  ‘cause they already took cell biology  and they took really advanced courses in fluid dynamics  and they were trying to do some tissue modeling. Like  even though it was a class about mechanics  and I could understand some of the things  I had absolutely no idea what I was doing. And they just put me there  and one of them was really helpful  and actually guided me through the initial process  but the other one was not available at all  at any time. So I basically had to sit down  I actually met with the professor a couple of times  just to  like  talk and chat  and we took the professor out for  for a lunch  so we could just  like  talk about stuff  and I actually had to find out my own way through everything  with a little help of the only junior friend that was actually available to me. And it was humbling because normally when I worked on teams  we were all pretty equal  equal minded  or it was in a humanities class. ‘Cause normally technical classes here don’t have much to do with team projects in sophomore year. Normally laboratories and final design project classes are for older students  so it was a surprise for me where it came  like  I’m a sophomore  and I’m already doing final presentations for bio-mechanics. And it just caught me pretty off guard. And the only way…we ended up doing an extremely awesome project  but it took lots of coffee  Red Bull  and Wikipedia. That’s my strategy for now  ‘cause it was completely new territory right there  compared to humanities or any other classes where you’re  everybody has the same mindset. So that was my group trauma. 
p48,5,Interviewer: So  uh  tell me about one of your weaknesses and what you’ve done to overcome it. ,Interviewee: So I didn’t have any actually trouble self-recognizing trouble about  so stemming off of  from the inexperience type of situation  that was actually the first group project I had where that experience happened  and I feel like if I get into something that I don’t  basically  know  I have a really hard time finding stuff out for myself. So if I don’t come prepared to do something  it takes me a while to get to a pace to actually start absorbing material and actually contributing  which is kind of a handicap  because some students are already up to speed and they already expect some things from me. And I  I  I obviously would like to give them my all and hand out everything they want on a silver platter  but it’s hard for me. So I’ve been trying  so basically  like  the solution for me was basically studying more  putting much more effort from my part  but it’s still a big  a big minus in my  in my turf. It’s  uh  it takes me a while to dominate things that  that I don’t have an up-to-speed inclination to that. And that has caused  like  mishaps that  well  through hard work you can overcome them  but a lot of work  compared to your regular person. 
p48,6,Interviewer: Excellent  thank you. Um  so I guess my last question is  thinking of a job that you’d like to have- do you have one in mind?,Interviewee: Yeah.
p48,6,Interviewer: So now  why do you think we should hire you?,Interviewee: So I feel like  even though I’ve gone through many obstacles  I’ve always tried and found a way to excel  exert myself to bigger than I’d previously thought. So I might sometimes feel that I don’t have that knowledge on me  but I will go out and get it  even if it takes a lot of coffee or a lot of effort  because there’s also a sense of satisfaction in actually giving it more than you can  but seeing that actually succeed. You know what I mean? It’s  uh  it’s like what MIT does to you  you’re humbled by an immense amount of work  you’re humbled by  by extremely hard classes that you had no idea that they were going to come and blast you with pieces  homework  and exams that you are overwhelmed. But you sit down  you think about stuff. I sit down and I think about stuff  and I get a plan there. That  the good thing about the plan  it takes some time to devise a plan  because it  it’s not as efficient  it’s not efficient to go randomly guessing what to do  but  but  having  like an educated guess  you remember the SAT’s  where it’s like “you may not always know the answer  but you can make an educated guess as to what the answer may be.” So that’s how I approach things when I have no idea what I’m doing  but after some effort it will actually get me to a place where I can say “hey  I’m here  let’s get crackin’.” Um  that’s sort of  like  the general mindset I have for many problems  be it the life sciences  you have to do an essay  if I have to come up with elucidating a mechanism that does this to breast cancer cells  or if I go by  the walks of life can take you anywhere  if I end up being a consultant for a  for Johnson and Johnson  let's say  a company for random purposes  and  it's the same way you tackle every problem. You get up and you find out what you have a hard time doing  then you sit down and do it. Uh  sometimes it's frustrating  because results don't come out like this  um  but I feel like once you get the hang of it  you can start  your productivity increases by x-fold  x be a number  much higher than one  let's talk MIT here. Yeah  I feel that's the  that's at least my way of tackling things and it's gotten me through a lot  and it's actually helped me wear down the walls of MIT and have a better experience at it  so I feel it's the same way I should attack all the problems that come to me. 
p48,6,Interviewer: Oh  well thank you. I appreciate your coming today.,
p48,2,Interviewer: So please tell me about yourself.,Interviewee: Myself  um  I'm a junior majoring in computer science at MIT I'm very interested in product design and not just how products are designed but how the business side of it how they affect the users and how he can use the technology to affect the masses.  I want to pursue (?) everyone.
p48,3,Interviewer: Tell me about a time when you demonstrated leadership.,Interviewee: A time when I demonstrated leadership was  um  I was programs chair of the MIT Minority Business Association and it was my responsibility to plan our annual New York City Trip.  And  um  some of the challenges were bringing in sponsors and delegating tasks to all the members and managing people essentially.  And by  um  by delegating tasks according to interest and making sure that understanding people  what was going on in people's lives and helping them understand why we were able to complete a task on time  we were able to have a successful trip.
p48,4,Interviewer: Tell me about a time you were working on a team and faced a challenge.  How did you solve the problem.,Interviewee: Um  a time when I was working on a team was in my Elemental Sulfur? Construction class and I faced not people problems but a technical problem.  And it was a project in which we were trying to implement and the way we solved it was just by brainstorming and making sure we didn't deny anyone's idea off the bat  we just tried to be as creative as we could be.  And then we presented some of our solutions to a TA and through that we were able to solve the technical problem.
p48,5,Interviewer: Tell me about one of your weaknesses.  What do you plan to do to overcome it?,Interviewee:  One of my weaknesses is actually I learned from my internship last summer is that usually when I work on a project or have an idea I wait until the idea is fully fleshed out or partially implemented before I share with others and get their opinion.  But it's  I find it's a better and more agile approach to share ideas as soon as possible and to integrate as quickly as possible.  So fail fast  essentially.  That what I would do to accomplish this in the future to seek opinion early on when I have an idea working on a project. 
p48,6,Interviewer: Now  why do you think we should hire you?,Interviewee: Why I think you should hire me.  I think you should hire me because I'm very  I have a strong willingness to learn and I go beyond that and try to really get into why things are the way they are and why they work.  I break it down to small steps and try to build it back up to similar success.
p48,,Interviewer: Well  thank you.,
p49,2,Interviewer: So please tell me about yourself.,Interviewee: myself umm I don’t know how much you know from any sort of registration or anything I am Young. I am Junior right now. I am in my third year. I am I guess I talk about what I am majoring umm I am majoring in mathematics and physics. I am also doubling in core six computer science. and umm I think I am getting minor in French and French literature. grew up in the states in northern virginia. Growing up I guess I was interested in I played a lot of competitive chess. I was also interested in recreationally tennis and soccer. and um other forms of
p49,3,Interviewer: excellent. so tell me about a time when you demonstrated leadership.,Interviewee: umm at high school I was at my junior and senior years I was captain of umm chess team of my high school and umm we participated in something. people thinks of chess as an individual sport. but umm we participated in quite a few team events. through the states which means one every year. which we have been winning every year every year. umm and also at the nationals. and before I went there they were little bit out of leadership. They used to get may be fifth or so. but when I was there I was umm managed to lead us to almost the first. We came in second in three years in a row. We came first in blitz which is speed chess. under my leadership. and to be fair the people coming in were talented to begin with. but perhaps had they not had that environment wouldn’t have done as well
p49,4,Interviewer: Tell me a time when you worked in a team and faced a challenge. How did you solve the problem?,Interviewee: challenge umm there are countless examples when umm in group projects in high school. umm there was one time when umm freshman year in high school. We were working on a umm we had something we called ibet integrated biology electronics and umm biology english technology we had a group project. Four persons in the group. and a few days before the presentation we found the person who had done a decent bit of data analysis had done it incorrectly. and he was not available. he was out of town at the time. again we didn’t fully know what had gone wrong but he had come up with some results which were clearly umm could not be explained by experimental error. clearly he had done something incorrectly. So we had rush to fix what had gone wrong and to redo many of the tests which was a big challenge given the time constraint. We had to redivision the work in addition to what each of the remaining members had to do anyway and compile the final presentation
p49,4,Interviewer: Interesting,Interviewee: of course it’s not a life threatening challenge
p49,5,Interviewer: So can you tell me one of your weaknesses? and what are you doing to overcome it?,Interviewee: weaknesses umm I guess one weakness would be being very honest with myself in terms of trying to determine what I want to do and focusing all my faculty on that. Rather than keeping ones options open which I think a good thing. but I think umm sometimes it can be an excuse for not taking risks. this is important because where I went to high school. The culture was very pervasive of trying to do everything and in great part it causes you not to commit to any one thing. which in one way could be good in terms of keeping your options open. but on the other hand if you knew if you had known what you want to do specifically and devoted all your resources to that specifically of course you could do better than that. and in the end you probably go to pick something. I think one weakness is to be honest with myself about what specifically I want to do and devote resources to that. umm what I am trying to do to address that. it may seem at the beginning umm somewhat paradoxical. but what I’ve been doing is trying out wide variety of things so I can’t use the excuse. there are bunch of things I don’t know yet. I’ll keep my options open. I’ll try them out and if I don’t like them I’ll drop. that’s a way to decide what’s left to do that I’d like.
p49,6,Interviewer: Now think about a job that you would like to have. Why should we hire you?,Interviewee: alright so it’s still early in terms of job search but one job that I would like that I am considering is trading umm trading or some sort of quantitative finance. and umm I think I’d be a strong candidate because I have an extremely strong quantitative background in mathematics and modeling umm computer science work I’ve done physics as well. and umm I have history of being competitive both in academic environment and in chess and in other sports. I have always known. especially if we the role we are talking about a trader trading I have always been interested in strategy games such as chess poker etc. trying to find an optimal strategy and use it to win the game. and that I think the kind of skillset that is necessary for this kind of job.
p5,1,Interviewer: How are you?,Interviewee: Fine
p5,2,Interviewer: So  please tell me about yourself.,Interviewee: Uh  I’m Daniel. I’m a Freshman.
p5,2,Interviewer: Hm,Interviewee: I’m from  uh  Fort Lauderdale  Florida. Thinking about course AN61 here. I  uh  actually  uh  I was here for running  but I realized it wasn’t me  so  um  I decided to drop early and am pursuing travelon. So  um  yeah  classes I am doing fine. Looking for a job now. That’s about it.
p5,3,Interviewer:  Excellent. So  uh  tell me about a time when you demonstrated leadership.,Interviewee: Uh  I’d say  probably  I’d say rowing in high school was probably my best demonstration. I was  um  senior in my  in the junior varsity boat after some little qualms with sea-re-sing? I’d really  like  thought it showed them that  like  even though I wasn’t put in the best situation  like  I performed indiscriminately. And  I think  in a way I showed them that we would still be able to compete against a varsity eight and there was times where like we were always even  like  half the season we were always like around the same time. And  we ended up  uh  medaling at states. And I’d say that  um  a good part of that is by leading by example by the older  um  upper classmen  so I feel like maybe that was the point where I was demonstrating leadership.
p5,4,Interviewer: Excellent. So  it sounds like you have worked on a lot of teams. Tell me about a time when you were working on a team and you faced a challenge. How did you go about solving it?,Interviewee: Well  there was a lot of issues with my coach in in rowing. So um  if it wasn’t  I think  um I went through a lot of issues like that with my assistant coach at came for a year  and she helped me sort things a lot. She showed that I did have  um  proper technique. It was more of like  like a discriminating issue of my coach wanting certain people on the boat just because he thought it would move better. I realized that  um  as long as I kept on pursuing the sport  like  that’s all that really mattered. That’s all  like  my own efforts will fruit in something that will take me somewhere  that will help me get into MIT. So  I feel like  um  this  this like seeing things in my own way  right  and being distraught by other people effecting me helped. 
p5,5,Interviewer: Ah  that’s  uh  very good. So  uh  tell me about one of your weaknesses  and what you’ve done to overcome it.,Interviewee: I think one of my weaknesses has to be  um  the fact that  I’m a little  um  delinquent with my work. And  uh  um  I’m lazy at times. I definitely procrastinate. It was a pursuing thing through high school. And  uh  it’s still a little now because of a passing record. One of my combating is goal setting. I learned it from one of my  uh  from one of these  one of an upperclassmen that I know in  uh  at MIT. He  uh  told me  like  to write out  like  weekly goals and write out long term goals. Like  long terms goals meaning  like  the end of MIT  after MIT  what you want to do after the MIT experience  and short term goals  which is  like  get stuff done now. So  in a way that kind of put me things  put things in perspective for me. Realize that I shouldn’t be burning too much time messing around. By  I mean  certainly I should be messing around a little bit just because it’s  it’s a good time to have fun and relax. But  at the same time  I shouldn’t do it in excess. So  I guess that’s helped me a little bit. 
p5,6,Interviewer: That makes since. So  uh  uh  think about the job you’d like to have. Might be a rep or something else. Do you have something in mind? ,Interviewee: Um  actually  yeah  um. I’ve never had lab experience before  so I really want a role  which is why-
p5,6,Interviewer: O good  yeah  OK.. So now  why do you think we should give you this job?,Interviewee: Uh  well  for starters  um  I don’t have any experience  so I feel like  um  it’s a good place for me to start. And I’m really willing to do whatever it takes to make time for it. Um  I see how  um  I’m not taking too many classes this semester cuz I’m a course advantage. I’ll be making sure I’ll have enough time to make classes  uh  more manageable. I should be able to commit hours on it. I’m really interested in the job I’m doing  so  hopefully that interest will inspire me  uh  inspire me to work hard.
p5,6,Interviewer: Ah  well  thank you for your time. I appreciate you coming in and interviewing today.,
p50,2,Interviewer: Tell me about yourself.,Interviewee: Um  well  I was born in Nigeria.  Um  and I moved to the United States at the age of eight  um and lived here  um  in Boston actually ever since.  Um  and um  for as long as I remember umm I've always wanted to go into the medical field. Umm I've always wanted to be a doctor  and just recently actually discovered that I wanted to be a pediatrician umm after working with kids and doing a lot of babysitting in high school and have actually umm shadowed a neonatologist and I feel like that was when it clicked that I actually really want to be a pediatrician.  Umm and I've tutored a lot  umm middle school and high school  and that's really like affirmed the fact that I do like my career.  I want it to be something where I work with kids.
p50,3,Interviewer: That's great. So  tell me about a time you demonstrated leadership.,Interviewee: A time I've demonstrated leadership. Umm I guess one obvious one is the student groups that I work with. Umm my primary umm student group is the black students union. I'm currently a coach here. Umm and I've been active with the group since I've been at MIT. Umm currently as a coach here I plan all events for umm the group umm as well as kind of represent the group umm in front of administration as far as like what our members want  what they need  umm if they have any concerns or anything like that. And we have several meetings with administration on a regular basis just to communicate what's going on  what we're doing  and what our membership needs and what how they can help us with that.
p50,4,Interviewer: Great. Tell me about a time you were working on a team and faced a challenge.  How did you solve that problem?,Interviewee: Team...faced a challenge. Umm. Okay  umm I guess back to the student group. Umm so this is the second time I've actually been on the executive board. Umm the first  umm  last year the executive board ran really smoothly. We worked well together but this year we...we're kind of having problems 'cause it's a new set of people so it's kind of hard adjusting umm to the people I'm working with. Umm so you know  we all have different viewpoints  different ways of approaching things. Umm  so we had a lot of loss of communication  which kind of hindered umm our uh progress this year umm but in the past few weeks we've been able to kind of figure out that  you know  there's been a loss of communication  and we should definitely  like  you know  we need to figure out how to stop that barrier and learn more to communicate more in order to get the things that we want accomplished done.
p50,5,Interviewer: Okay. Can you tell me one of your weaknesses and what you're doing to overcome it?,Interviewee: My weaknesses...umm. I think my biggest weakness is not knowing when to say no. I'm the kind of person that  if someone asks me to do something even if I feel like it's impossible I always say yes. Umm and I've always...I think I realized that problem when I came at MIT and I've been working on that ever since my sophomore year umm and I'm a junior right now. Umm and what I've been doing to overcome it is kind of schedule myself. Umm I have my calendar. I live by my calendar  and I know if it doesn't fit on my calendar  if it's overlapping with something  then absolutely no  I can't do it. So I live by my calendar now and it's definitely helping me say no to things when people ask me to do things for them.
p50,6,Interviewer: Great. And why do you think we should hire you? What it is [??] medical school?,Interviewee: [laughs] Umm. I think that I am a good asset. Umm  one  because MIT experience has definitely prepared me for  I would say  the worst  umm because of the experience as an MIT student. So  it's a unique experience  umm but I've also umm gained a lot of umm a broad range of academic skills  umm not just in  in the life sciences but also in engineering field and political science field umm that I think I can bring into the medical field umm with the help of the knowledge that I gain in medical school to kind of help the world  which is want I want to do  ultimately. So I think umm I would be a good asset for the medical field.
p50,6,Interviewer: Great.,
p52,2,Interviewer: So tell me about yourself.,Interviewee: Umm so I'm a junior at MIT  i'm a math major  umm i have experience in both the economic side of thing's and uhh cs  simple coding   umm interested in going into probably analytic's or trading in the future.
p52,3,Interviewer: Tell me about a time you demonstrated leadership.,Interviewee: Umm so I'm involved in the undergraduate study of Women in Math and one of the most recent activities we've been doing involves kind of an outreach project  umm for middle school and high school girl's where we can bring them together and have them all do a collaborative math event as opposed to normal competition math  so i kind of experimented in the project to umm do that.  It was originally aimed for just  ya know  local umm Boston girl's  so we did all the publicizing for that  I mean I know  get it a lot more publicity than we expected  people in from like California and stuff  so.
p52,3,Interviewer: Oh  wow.,Interviewee: Yup.
p52,4,Interviewer: Tell me about a time you were working on a team and faced a challenge.  How did you solve that problem?,Interviewee: Okay  umm so I guess I'm also a member of China Development Initiative  and so a lot of times  umm  when were in events most of them are within our own group so were brainstorming for like service leadership programs and stuff like that.  But umm we also try to do some events where we bring in professors and other speakers. So some of the big challenges we face include umm actually finding these speakers  getting them to really correspond with us.  Like sometimes they'll respond and be like oh  were interested  but then they just don't follow up  so going after them  kinda looking for that response.
p52,5,Interviewer: Can you tell me one of your weaknesses and what your doing to overcome it?,Interviewee: okay  umm I would say I'm generally more of a passive person  when someone gives me a task I'll do it I won't really  like if i get stuck I'll kind of try to keep working on it myself instead of asking for help.
p52,5,Interviewer: Mhmm.,Interviewee: Umm so I've been trying to umm  i guess talk to more higher ups  if i run into issues  or ask more questions i guess.
p52,6,Interviewer: Great.  Why do you think we should hire you?,Interviewee: Umm we being?
p52,6,Interviewer: This company that does analytic's?,Interviewee: Okay. Umm I think i would bring a lot to the team in terms of  umm  teamwork in addition to the qualifications i have academically speaking  umm  I guess i would say that I have a lot of experience working with teams  umm a lot of experience in the analytic side of thing's as well  umm as well as a pretty interdisciplinary background in general.  So i would be able to bring a lot more  umm  i guess  umm directions to the team.
p53,2,Interviewer: OK. Good. Tell me about yourself. ,Interviewee: Um  well  my name's Ann. I'm currently a Junior in [??] Biology. I'm originally from San Francisco. Um  I am interested in going to medical school. And  I didn't really come to this decision until  like  around Au-  August or September of this year.
p53,2,Interviewer: Oh.,Interviewee: I was deciding  like  I mean  I always had it  like  in the back of my mind . . .
p53,2,Interviewer: Mm-hmm.,Interviewee: . . . 'cuz my dad is a doctor.
p53,2,Interviewer: Mm-hmm.,Interviewee: Um  but  and I knew coming into college I wanted to study Biology. I wasn't sure if I wanted to do  um  like  research or  um  medical school. So  um  I had a year off  or I still have a year off. And of course [??] and I really liked it. But I felt like research is something  uh  you have to be  like  self driven . . ..
p53,2,Interviewer: Mm.,Interviewee: . . . to do. And  I kept getting  like  frustrated because a lot of my experiments  they wouldn't work  and I felt really bad. [??] And then  uh  I also  like  volunteer at a hospital just to  like  gain experience and see what it's like. And  uh  I enjoy helping people. So  I think  decided for sure now [??] school.
p53,3,Interviewer: Great. Tell me about a time you demonstrated leadership.,Interviewee: Um  I guess leadership can be  like  defined in a lot of ways  I guess. One of my main activities that I've been doing at [??] is  um  working in a student group called ESP  or the Educational Studies Program.
p53,3,Interviewer: Oh  OK.,Interviewee: And  um  so I teach an AP biology class on the weekends to the high school students in the area. And I guess that's kind of like being a leader because you have to  like  stay in control of the class and organize everything.
p53,4,Interviewer: Mm-hmm. Tell me about a time you were working on a team and face a challenge. How did you solve that problem?,Interviewee: Um  I guess  um  the experience that's  like  most  like  strongest in my mind is actually from high school.
p53,4,Interviewer: Mm-hmm.,Interviewee: So I used to be on  uh  my high school's robotics team. And  uh  none of us really  like  knew much about engineering or  like  building robots when we first started.
p53,4,Interviewer: Mm-hmm.,Interviewee: So it required a lot of  like  teamwork and working together. Um  I remember communication was one of our main issues because we would divide into sub-teams and then each sub-team would  like  work on a part of the robot. 
p53,4,Interviewer: Mm-hmm.,Interviewee: But then sometimes we forgot to  like  communicate clearly with each other  and then that result in major problems down the road. So . . . 
p53,4,Interviewer: Yeah. How did you resolve that problem?,Interviewee: Um  so I guess for us it was like a spe-  special situation because  um  um  we were all  like  my friends and I  were all sophomores.
p53,4,Interviewer: Mm-hmm.,Interviewee: And then  there were no upperclassmen above us . . .
p53,4,Interviewer: Mm-hmm.,Interviewee: . . . on our robotics team. So  our  like  very first years that we were the leaders of our team we really struggled because we didn't  we had no  like  prior experience . . . 
p53,4,Interviewer: Mm.,Interviewee: . . . in how to organize a team. So  like  after our first year  like  our sophomore year together  we  like  like  had a  like a sit down discussion afterwards . . .  
p53,4,Interviewer: Mm.,Interviewee: . . . and  like  talked about what went wrong  like  what could've been better.
p53,4,Interviewer: Sure.,Interviewee: So the next year we  we have  like  uh  we implemented  like  uh  daily meetings. So  like  before we would  like  split up for the day and  like  work on our  uh  work on our robot. We would  like  outline a plan and then  like  show it to everyone . . . 
p53,4,Interviewer: Mm-hmm.,Interviewee: . . . and  like  discuss with everyone. So that really helped. they discuss 
p53,5,Interviewer: Great. Can you tell me one of your weaknesses and what you're doing to overcome it.,Interviewee: Um  one of my weaknesses is I'm really shy. Like  I think when I was younger I go-  I didn't like to  like  talk to strangers . . .
p53,5,Interviewer: Mm-hmm.,Interviewee: . . . or talk in  in front of a large group of people. So  um  when I came to college I thought that  uh  I should try to improve that. So  um  I think the main thing I tried to do was the teaching activity I talked about before. Um  requires me to  you know  stand in front of a group of high school students and talk for  like  three hours at a time. So  I think  uh  I'm becoming a lot more comfortable  like  talking in front of people I don't really know that well.
p53,6,Interviewer: Mm-hmm  that's great. Um  why do you think you should get into medical school?,Interviewee: Um  I think I have  like  the passion to help people. Um  I  I had a lot of  like  volunteer activities  but I really enjoy helping people  especially  like  um  children.
p53,6,Interviewer: Mm-hmm.,Interviewee: So I used to  I used to tutor  like  young children at the Cambridge Community Center and teach them how to read. Um  and I'm currently doing the  like  tutoring  I mean  not tutoring  the AP [??] teaching. You know  um  so I'm  like  motivated to help people. Um  and I think that  like  as  especially as the world becomes  like  bigger  or the population gets greater  more and more people  like  will need medical help. So  I think being a doctor would be a good  good way to help people. 
p53,6,Interviewer: Great.,
p55,1,Interviewer: So  how are you doing today?,Interviewee: I'm doing very well  thanks. How are you?
